natural_img,true_sklt,false_sklt,Group,block
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_01/03488_body.png,41,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_01/03488_body.png,5,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_01/03488_body.png,11,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_01/03488_body.png,17,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_01/03488_body.png,23,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_01/03488_body.png,29,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_01/03488_body.png,35,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_03/03488_body.png,0,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_03/03488_body.png,6,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_03/03488_body.png,12,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_03/03488_body.png,18,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_03/03488_body.png,24,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_03/03488_body.png,30,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_03/03488_body.png,36,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_05/03488_body.png,1,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_05/03488_body.png,7,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_05/03488_body.png,13,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_05/03488_body.png,19,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_05/03488_body.png,25,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_05/03488_body.png,31,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_05/03488_body.png,37,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_07/03488_body.png,2,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_07/03488_body.png,8,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_07/03488_body.png,14,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_07/03488_body.png,20,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_07/03488_body.png,26,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_07/03488_body.png,32,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_07/03488_body.png,38,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_09/03488_body.png,3,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_09/03488_body.png,9,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_09/03488_body.png,15,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_09/03488_body.png,21,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_09/03488_body.png,27,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_09/03488_body.png,33,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_09/03488_body.png,39,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_11/03488_body.png,4,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_11/03488_body.png,10,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_11/03488_body.png,16,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_11/03488_body.png,22,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_11/03488_body.png,28,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_11/03488_body.png,34,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/03488_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_11/03488_body.png,40,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_01/00212_body.png,40,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_01/00212_body.png,4,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_01/00212_body.png,10,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_01/00212_body.png,16,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_01/00212_body.png,22,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_01/00212_body.png,28,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_01/00212_body.png,34,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_03/00212_body.png,41,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_03/00212_body.png,5,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_03/00212_body.png,11,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_03/00212_body.png,17,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_03/00212_body.png,23,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_03/00212_body.png,29,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_03/00212_body.png,35,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_05/00212_body.png,0,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_05/00212_body.png,6,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_05/00212_body.png,12,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_05/00212_body.png,18,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_05/00212_body.png,24,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_05/00212_body.png,30,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_05/00212_body.png,36,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_07/00212_body.png,1,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_07/00212_body.png,7,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_07/00212_body.png,13,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_07/00212_body.png,19,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_07/00212_body.png,25,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_07/00212_body.png,31,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_07/00212_body.png,37,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_09/00212_body.png,2,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_1/noise_lvl_09/00212_body.png,8,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_2/noise_lvl_09/00212_body.png,14,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_3/noise_lvl_09/00212_body.png,20,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_4/noise_lvl_09/00212_body.png,26,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_5/noise_lvl_09/00212_body.png,32,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_6/noise_lvl_09/00212_body.png,38,0
https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_00/00212_body.png,https://pages.jh.edu/~hzhu38/up-pose/another_200/rotation_stimuli/rotation_0/noise_lvl_11/00212_body.png,3,0
